X0,X1,Label
-0.7791013856786366,-0.02693431692275533,0.0
0.2257743215792024,-0.44291784942315277,0.0
0.5914055777765717,0.5450844984867269,1.0
-0.23172267458117501,-0.22696913135337776,0.0
0.6461259470839451,1.1868481621523466,1.0
1.09133053103703,0.04912003424427752,1.0
-0.6360629847451562,-0.5585661423533438,0.0
0.6379580174007419,1.173366077675967,1.0
-0.44255552624257166,-0.572040686460049,0.0
1.164556526575067,1.394673057683602,1.0
0.7496150884650664,0.05836362920957294,1.0
-0.20472353772953084,-0.6230970035594923,0.0
-0.6465079460719519,-0.4041153791605711,0.0
1.102887186729474,0.6132671441679644,1.0
-0.1721383748082116,1.2664789670716803,1.0
0.5013499130397374,-0.4956275972088695,1.0
0.6797684276210978,0.9321324324138571,1.0
-0.8161163954060671,-0.5281392933111587,0.0
-0.8293361222696018,-0.3526671773198242,0.0
-0.4100446906532053,-0.9952063247462755,0.0
-0.9575075265587343,-0.7642833757116877,0.0
0.7562153032314602,0.5382356027883851,1.0
-0.3508791726385654,-0.3095511495270984,0.0
-0.5450031821044989,-0.5212685962320062,0.0
-0.6715227886924194,-1.0275694691877804,0.0
-0.707027645631175,-0.4124109861270102,0.0
-0.288810066524974,-0.8173679710646486,0.0
0.8049362191301146,1.192504656133251,1.0
0.6333520736035515,0.23050902985745014,1.0
0.01694062483253156,-0.27320201538825994,1.0
-0.5269572907597967,0.07782123129786689,0.0
-0.5515787007606873,-0.48202118814084827,0.0
-0.745847395652145,-0.07200014387345588,0.0
0.38289038237926787,-0.2527010813153606,1.0
-0.03041407932057394,0.6256907632025882,1.0
0.5188483935299555,1.1136951596028442,1.0
0.8791255148511918,1.0500761874081743,1.0
0.6666588586836282,0.892220041335867,1.0
-0.48143779995892283,-0.09607147877162553,0.0
-0.5809801770890926,-0.9450463449311388,0.0
0.17750330159902056,1.009512800889318,1.0
-0.66697922966634,-0.7942958079708036,0.0
1.0914109044433111,0.1323452279322942,1.0
